work_id,author_id,author_name,author_position,institutions
WOS:001532981900006,,"Yang, M.",1,"Univ Chinese Acad Sci, Sch Elect Elect & Commun Engn, Beijing 100049, Peoples R China."
WOS:001532981900006,,"Wang, T.",2,"Beijing Univ Posts & Telecommun, Sch Sci, Beijing 100876, Peoples R China."
WOS:001532981900006,,"Liang, Y.",3,"United Microelect Ctr Co Ltd, Chongqing 401332, Peoples R China."
WOS:001532981900006,,"Jin, Y.",4,"Univ Chinese Acad Sci, Sch Elect Elect & Commun Engn, Beijing 100049, Peoples R China."
WOS:001532981900006,,"Zhang, W.",5,"Beijing Univ Posts & Telecommun, Sch Sci, Beijing 100876, Peoples R China."
WOS:001532981900006,,"Meng, X.",6,"Univ Chinese Acad Sci, Sch Elect Elect & Commun Engn, Beijing 100049, Peoples R China."
WOS:001532981900006,,"Li, A.",7,"Univ Chinese Acad Sci, Sch Elect Elect & Commun Engn, Beijing 100049, Peoples R China."
WOS:001532981900006,,"Zhang, G.",8,"China Acad Space Technol Xian, Xian 710100, Peoples R China."
WOS:001532981900006,,"Li, W.",9,"Univ Chinese Acad Sci, Sch Elect Elect & Commun Engn, Beijing 100049, Peoples R China."
WOS:001532981900006,,"Shi, N.",10,"Univ Chinese Acad Sci, Sch Elect Elect & Commun Engn, Beijing 100049, Peoples R China."
WOS:001532981900006,,"Zhu, N.",11,"Chinese Acad Sci, Inst Semicond, State Key Lab Optoelect Mat & Devices, Beijing 100083, Peoples R China."
WOS:001532981900006,,"Li, M.",12,"Univ Chinese Acad Sci, Sch Elect Elect & Commun Engn, Beijing 100049, Peoples R China."
WOS:000641225800005,,"Wang, Y.",1,"Stanford Univ, Geballe Lab Adv Mat, Stanford, CA 94305 USA."
WOS:000641225800005,,"Landreman, P.",2,"Stanford Univ, Geballe Lab Adv Mat, Stanford, CA 94305 USA."
WOS:000641225800005,,"Schoen, D.",3,"Exponent Inc, Menlo Pk, CA USA."
WOS:000641225800005,,"Okabe, K.",4,"Stanford Univ, Dept Elect Engn, Stanford, CA 94305 USA."
WOS:000641225800005,,"Marshall, A.",5,"Stanford Univ, Geballe Lab Adv Mat, Stanford, CA 94305 USA."
WOS:000641225800005,,"Celano, U.",6,"Univ Twente, MESA Inst Nanotechnol, Enschede, Netherlands."
WOS:000641225800005,,"Wong, H.",7,"Stanford Univ, Dept Elect Engn, Stanford, CA 94305 USA."
WOS:000641225800005,,"Park, J.",8,"Samsung Adv Inst Technol, Suwon, South Korea."
WOS:000641225800005,,"Brongersma, M.",9,"Stanford Univ, Geballe Lab Adv Mat, Stanford, CA 94305 USA."
WOS:001165209600001,,"Gene, J.",1,"Elect & Telecommun Res Inst, Superintelligence Creat Res Lab, Daejeon 34129, South Korea."
WOS:001165209600001,,"Park, S.",2,"Elect & Telecommun Res Inst, Superintelligence Creat Res Lab, Daejeon 34129, South Korea."
WOS:001165209600001,,"Shin, H.",3,"Elect & Telecommun Res Inst, Superintelligence Creat Res Lab, Daejeon 34129, South Korea."
WOS:001165209600001,,"Sohn, J.",4,"Elect & Telecommun Res Inst, Superintelligence Creat Res Lab, Daejeon 34129, South Korea."
WOS:001615936500001,,"Pappas, C.",1,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat, Thermi 57001, Greece."
WOS:001615936500001,,"Prapas, A.",2,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat, Thermi 57001, Greece."
WOS:001615936500001,,"Moschos, T.",3,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat, Thermi 57001, Greece."
WOS:001615936500001,,"Kirtas, M.",4,"AUTH, Computat Intelligence & Deep Learning Grp, Thessaloniki 54124, Greece."
WOS:001615936500001,,"Asimopoulos, O.",5,"Aristotle Univ Thessaloniki, Dept Phys, Thessaloniki 54124, Greece."
WOS:001615936500001,,"Tsakyridis, A.",6,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat, Thermi 57001, Greece."
WOS:001615936500001,,"Moralis-Pegios, M.",7,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat, Thermi 57001, Greece."
WOS:001615936500001,,"Vagionas, C.",8,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat, Thermi 57001, Greece."
WOS:001615936500001,,"Passalis, N.",9,"Aristotle Univ Thessaloniki, Fac Engineer, Dept Chem Engineer, Thessaloniki 54124, Greece."
WOS:001615936500001,,"Ozdilek, C.",10,"Enlightra, Rue Lausanne 64, CH-1020 Renens, Switzerland."
WOS:001615936500001,,"Shpakovsky, T.",11,"Enlightra, Rue Lausanne 64, CH-1020 Renens, Switzerland."
WOS:001615936500001,,"Takabayashi, A.",12,"Enlightra, Rue Lausanne 64, CH-1020 Renens, Switzerland."
WOS:001615936500001,,"Jost, J.",13,"Enlightra, Rue Lausanne 64, CH-1020 Renens, Switzerland."
WOS:001615936500001,,"Karpov, M.",14,"Enlightra, Rue Lausanne 64, CH-1020 Renens, Switzerland."
WOS:001615936500001,,"Tefas, A.",15,"AUTH, Computat Intelligence & Deep Learning Grp, Thessaloniki 54124, Greece."
WOS:001615936500001,,"Pleros, N.",16,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat, Thermi 57001, Greece."
WOS:000903697000001,,"Zhang, H.",1,"Nanyang Technol Univ, Quantum Sci & Engn Ctr QSec, 50 Nanyang Ave, Singapore City 639798, Singapore."
WOS:000903697000001,,"Lau, J.",2,"Natl Univ Singapore, Ctr Quantum Technol, 3 Sci Dr 2, Singapore City 117543, Singapore."
WOS:000903697000001,,"Wan, L.",3,"Nanyang Technol Univ, Quantum Sci & Engn Ctr QSec, 50 Nanyang Ave, Singapore City 639798, Singapore."
WOS:000903697000001,,"Shi, L.",4,"Univ Calif Merced, Chem & Biochem, Merced, CA 95343 USA."
WOS:000903697000001,,"Shi, Y.",5,"Tongji Univ, Inst Precis Opt Engn, Sch Phys Sci & Engn, Shanghai 200092, Peoples R China."
WOS:000903697000001,,"Cai, H.",6,"ASTAR, Inst Microelect, 11 Sci Pk Rd, Singapore City 117685, Singapore."
WOS:000903697000001,,"Luo, X.",7,"Adv Micro Foundry, 11 Sci Pk Rd, Singapore City 117685, Singapore."
WOS:000903697000001,,"Lo, G.",8,"Adv Micro Foundry, 11 Sci Pk Rd, Singapore City 117685, Singapore."
WOS:000903697000001,,"Lee, C.",9,"Tencent Amer, Palo Alto, CA 94306 USA."
WOS:000903697000001,,"Kwek, L.",10,"NTU, MajuLab, Int Joint Res Unit, UNS,NUS,CNRS, 3 Sci Dr 2, Singapore City 117543, Singapore."
WOS:000903697000001,,"Liu, A.",11,"Nanyang Technol Univ, Quantum Sci & Engn Ctr QSec, 50 Nanyang Ave, Singapore City 639798, Singapore."
WOS:001554401700039,,"Li, X.",1,"Zhejiang Univ, Coll Informat Sci & Elect Engn, State Key Lab Extreme Photon & Instrumentat, Hangzhou, Peoples R China."
WOS:001554401700039,,"Yang, H.",2,"Zhejiang Univ, Coll Informat Sci & Elect Engn, State Key Lab Extreme Photon & Instrumentat, Hangzhou, Peoples R China."
WOS:001554401700039,,"Wu, E.",3,"Zhejiang Univ, Coll Informat Sci & Elect Engn, State Key Lab Extreme Photon & Instrumentat, Hangzhou, Peoples R China."
WOS:001554401700039,,"Yao, X.",4,"Zhejiang Univ, Coll Informat Sci & Elect Engn, State Key Lab Extreme Photon & Instrumentat, Hangzhou, Peoples R China."
WOS:001554401700039,,"Li, Y.",5,"Zhejiang Univ, Coll Informat Sci & Elect Engn, State Key Lab Extreme Photon & Instrumentat, Hangzhou, Peoples R China."
WOS:001554401700039,,"Gao, F.",6,"Zhejiang Univ, Coll Informat Sci & Elect Engn, State Key Lab Extreme Photon & Instrumentat, Hangzhou, Peoples R China."
WOS:001554401700039,,"Chen, H.",7,"Zhejiang Univ, Coll Informat Sci & Elect Engn, State Key Lab Extreme Photon & Instrumentat, Hangzhou, Peoples R China."
WOS:001554401700039,,"Wang, Z.",8,"Zhejiang Univ, Coll Informat Sci & Elect Engn, State Key Lab Extreme Photon & Instrumentat, Hangzhou, Peoples R China."
WOS:001145412700001,,"Sun, J.",1,"Harbin Engn Univ, Coll Phys & Optoelect Engn, Harbin 150001, Peoples R China."
WOS:001145412700001,,"Li, H.",2,"Harbin Engn Univ, Coll Phys & Optoelect Engn, Harbin 150001, Peoples R China."
WOS:001145412700001,,"Qin, Y.",3,"Harbin Engn Univ, Coll Phys & Optoelect Engn, Harbin 150001, Peoples R China."
WOS:001145412700001,,"Cheng, S.",4,"Harbin Engn Univ, Coll Phys & Optoelect Engn, Harbin 150001, Peoples R China."
WOS:001145412700001,,"Mou, J.",5,"Harbin Engn Univ, Coll Phys & Optoelect Engn, Harbin 150001, Peoples R China."
WOS:001145412700001,,"Gao, J.",6,"Harbin Engn Univ, Coll Phys & Optoelect Engn, Harbin 150001, Peoples R China."
WOS:001145412700001,,"Zhang, Y.",7,"Harbin Engn Univ, Coll Phys & Optoelect Engn, Harbin 150001, Peoples R China."
WOS:001145412700001,,"Liu, Z.",8,"Harbin Engn Univ, Coll Phys & Optoelect Engn, Harbin 150001, Peoples R China."
WOS:000631416800010,,"Chen, Y.",1,"Xiamen Univ, Dept Elect Sci, Xiamen 361005, Peoples R China."
WOS:000631416800010,,"Feng, N.",2,"Shenzhen Univ, Inst Microscale Optoelect, Shenzhen 518060, Peoples R China."
WOS:000631416800010,,"Hong, B.",3,"Shenzhen Univ, Inst Microscale Optoelect, Shenzhen 518060, Peoples R China."
WOS:000631416800010,,"Tong, M.",4,"Tongji Univ, Coll Elect & Informat Engn, Key Lab Embedded Syst & Serv Comp, Minist Educ, Shanghai 200092, Peoples R China."
WOS:000631416800010,,"Wang, G.",5,"Shenzhen Univ, Inst Microscale Optoelect, Shenzhen 518060, Peoples R China."
WOS:000631416800010,,"Liang, Z.",6,"Chinese Acad Sci, Changchun Inst Opt Fine Mech & Phys, State Key Lab Appl Opt, Changchun 130033, Peoples R China."
WOS:000529189400021,,"Yan, T.",1,Tsinghua University
WOS:000529189400021,,"Wu, J.",2,Tsinghua University
WOS:000529189400021,,"Zhou, T.",3,Tsinghua University
WOS:000529189400021,,"Xie, H.",4,Tsinghua University
WOS:000529189400021,,"Xu, F.",5,Tsinghua University
WOS:000529189400021,,"Fan, J.",6,Tsinghua University
WOS:000529189400021,,"Fang, L.",7,Tsinghua University
WOS:000529189400021,,"Lin, X.",8,Tsinghua University
WOS:000529189400021,,"Dai, Q.",9,Tsinghua University
WOS:000388089100026,,"Aikawa, Y.",1,"Tokyo Inst Technol, Precis & Intelligence Lab, Yokohama, Kanagawa 2268503, Japan."
WOS:000388089100026,,"Uenohara, H.",2,"Tokyo Inst Technol, Precis & Intelligence Lab, Yokohama, Kanagawa 2268503, Japan."
WOS:001121364600001,,"Wang, Z.",1,"Natl Univ Def Technol, Ctr Mat Sci, Changsha 410073, Peoples R China."
WOS:001121364600001,,"Feng, J.",2,"United Microelect Ctr Co Ltd, Chongqing 401332, Peoples R China."
WOS:001121364600001,,"Peng, Z.",3,"Natl Univ Def Technol, Ctr Mat Sci, Changsha 410073, Peoples R China."
WOS:001121364600001,,"Zhang, Y.",4,"Natl Univ Def Technol, Ctr Mat Sci, Changsha 410073, Peoples R China."
WOS:001121364600001,,"Wu, Y.",5,"Southwest Univ, Coll Artificial Intelligence, Chongqing 400715, Peoples R China."
WOS:001121364600001,,"Hu, Y.",6,"Southwest Univ, Coll Artificial Intelligence, Chongqing 400715, Peoples R China."
WOS:001121364600001,,"Wu, J.",7,"Southwest Univ, Sch Phys Sci & Technol, Chongqing 400715, Peoples R China."
WOS:001121364600001,,"Yang, J.",8,"Natl Univ Def Technol, Ctr Mat Sci, Changsha 410073, Peoples R China."
WOS:000528921900006,,"Tanomura, R.",1,"Univ Tokyo, Sch Engn, Dept Elect Engn & Informat Syst, Tokyo 1138656, Japan."
WOS:000528921900006,,"Tang, R.",2,"Univ Tokyo, Sch Engn, Dept Elect Engn & Informat Syst, Tokyo 1138656, Japan."
WOS:000528921900006,,"Ghosh, S.",3,"Nanyang Technol Univ, Sch Elect & Elect Engn, Singapore 639798, Singapore."
WOS:000528921900006,,"Tanemura, T.",4,"Univ Tokyo, Sch Engn, Dept Elect Engn & Informat Syst, Tokyo 1138656, Japan."
WOS:000528921900006,,"Nakano, Y.",5,"Univ Tokyo, Sch Engn, Dept Elect Engn & Informat Syst, Tokyo 1138656, Japan."
WOS:001506972600300,,"Afifi, S.",1,"Colorado State Univ, Dept Elect & Comp Engn, Ft Collins, CO 80523 USA."
WOS:001506972600300,,"Thakkar, I.",2,"Univ Kentucky, Dept Elect & Comp Engn, Lexington, KY USA."
WOS:001506972600300,,"Pasricha, S.",3,"Colorado State Univ, Dept Elect & Comp Engn, Ft Collins, CO 80523 USA."
WOS:001619932900001,,"Ahn, D.",1,"Korea Univ, KU KIST Grad Sch Converging Sci & Technol, Seoul 02841, South Korea."
WOS:001619932900001,,"Lee, M.",2,"Korea Univ, Dept Mat Sci & Engn, Seoul 02841, South Korea."
WOS:001619932900001,,"Jang, Y.",3,"Korea Univ, KU KIST Grad Sch Converging Sci & Technol, Seoul 02841, South Korea."
WOS:001619932900001,,"Jung, G.",4,"Gwangju Inst Sci & Technol GIST, Dept Mat Sci & Engn, Gwangju 61005, South Korea."
WOS:001619932900001,,"Pak, Y.",5,"Jeonbuk Natl Univ JBNU, Div Adv Mat Engn, Jeonju 54896, South Korea."
WOS:001119314000001,,"Boikov, I.",1,"Thales Res & Technol, F-91767 Palaiseau, France."
WOS:001119314000001,,"Brunner, D.",2,"Univ Bourgogne Franche Comte, F-25030 Besancon, France."
WOS:001119314000001,,"De Rossi, A.",3,"Thales Res & Technol, F-91767 Palaiseau, France."
WOS:000450159700029,,"Shabairou, N.",1,"Bar Ilan Univ, Fac Engn, IL-52900 Ramat Gan, Israel."
WOS:000450159700029,,"Cohen, E.",2,"Bar Ilan Univ, Fac Engn, IL-52900 Ramat Gan, Israel."
WOS:000450159700029,,"Wagner, O.",3,"Bar Ilan Univ, Fac Engn, IL-52900 Ramat Gan, Israel."
WOS:000450159700029,,"Malka, D.",4,"HIT, Fac Engn, IL-5810201 Holon, Israel."
WOS:000450159700029,,"Zalevsky, Z.",5,"Bar Ilan Univ, Fac Engn, IL-52900 Ramat Gan, Israel."
WOS:000702247600003,,"Narayan, K.",1,"Chapman Univ, Fowler Sch Engn, One Univ Dr, Orange, CA 92866 USA."
WOS:000702247600003,,"Harrison, M.",2,"Chapman Univ, Fowler Sch Engn, One Univ Dr, Orange, CA 92866 USA."
WOS:001557510000001,,"Ju, Y.",1,"Kyungpook Natl Univ, Dept Phys Educ, Daegu 41566, South Korea."
WOS:001075146400005,,"Anusooya, V.",1,"Amrita Coll Engn & Technol, Dept Elect & Commun Engn, Erachakulam 629901, Tamil Nadu, India."
WOS:001075146400005,,"Ponmalar, S.",2,"Velammal Coll Engn & Technol, Dept Comp Sci & Engn, Viraganur 625009, Tamil Nadu, India."
WOS:001075146400005,,"Manikandan, M.",3,"Thiagarajar Coll Engn, Dept Elect & Commun Engn, Thiruparankundram 625015, Tamil Nadu, India."
WOS:001075146400005,,"Gobalakrishnan, S.",4,"Noorul Islam Ctr Higher Educ, Dept Nanotechnol, Kumaracoil 629180, Tamil Nadu, India."
WOS:001608397300001,,"Ma, X.",1,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai, Peoples R China."
WOS:001608397300001,,"Xia, W.",2,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai, Peoples R China."
WOS:001608397300001,,"Qiu, Z.",3,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai, Peoples R China."
WOS:001608397300001,,"Hu, F.",4,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai, Peoples R China."
WOS:001608397300001,,"Gu, M.",5,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai, Peoples R China."
WOS:001608397300001,,"Zhang, Q.",6,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai, Peoples R China."
WOS:000648426800029,,"Heydarian, K.",1,"Islamic Azad Univ, Dept Elect Engn, Sanandaj Branch, Sanandaj, Iran."
WOS:000648426800029,,"Nosratpour, A.",2,"Islamic Azad Univ, Dept Elect Engn, Sanandaj Branch, Sanandaj, Iran."
WOS:000648426800029,,"Razaghi, M.",3,"Univ Kurdistan, Fac Engn, Dept Elect Engn, Sanandaj, Iran."
WOS:000992271600024,,"Stephanie, M.",1,"AIT Austrian Inst Technol, Ctr Digital Safety & Secur, A-1210 Vienna, Austria."
WOS:000992271600024,,"Honz, F.",2,"AIT Austrian Inst Technol, Ctr Digital Safety & Secur, A-1210 Vienna, Austria."
WOS:000992271600024,,"Vokic, N.",3,"AIT Austrian Inst Technol, Ctr Digital Safety & Secur, A-1210 Vienna, Austria."
WOS:000992271600024,,"Boxleitner, W.",4,"AIT Austrian Inst Technol, Ctr Digital Safety & Secur, A-1210 Vienna, Austria."
WOS:000992271600024,,"Waltl, M.",5,"TU Wien, Inst Microelect, A-1040 Vienna, Austria."
WOS:000992271600024,,"Grasser, T.",6,"TU Wien, Inst Microelect, A-1040 Vienna, Austria."
WOS:000992271600024,,"Schrenk, B.",7,"AIT Austrian Inst Technol, Ctr Digital Safety & Secur, A-1210 Vienna, Austria."
WOS:001359129800029,,"Ning, S.",1,"Univ Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USA."
WOS:001359129800029,,"Zhu, H.",2,"Univ Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USA."
WOS:001359129800029,,"Feng, C.",3,"Univ Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USA."
WOS:001359129800029,,"Gu, J.",4,"Arizona State Univ, Sch Elect Comp & Energy Engn, Tempe, AZ 85281 USA."
WOS:001359129800029,,"Jiang, Z.",5,"Univ Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USA."
WOS:001359129800029,,"Ying, Z.",6,"Univ Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USA."
WOS:001359129800029,,"Midkiff, J.",7,"Univ Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USA."
WOS:001359129800029,,"Jain, S.",8,"Univ Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USA."
WOS:001359129800029,,"Hlaing, M.",9,"Univ Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USA."
WOS:001359129800029,,"Pan, D.",10,"Univ Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USA."
WOS:001359129800029,,"Chen, R.",11,"Univ Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USA."
WOS:001504741700002,,"Dong, X.",1,"Univ Hong Kong, Dept Elect & Elect Engn, Hong Kong, Peoples R China."
WOS:001504741700002,,"Wang, Y.",2,"Univ Hong Kong, Dept Elect & Elect Engn, Hong Kong, Peoples R China."
WOS:001504741700002,,"Wen, X.",3,"Univ Hong Kong, Dept Elect & Elect Engn, Hong Kong, Peoples R China."
WOS:001504741700002,,"Zhou, Y.",4,"Adv Biomed Instrumentat Ctr, Hong Kong, Peoples R China."
WOS:001504741700002,,"Wong, K.",5,"Adv Biomed Instrumentat Ctr, Hong Kong, Peoples R China."
WOS:001613751700005,,"Hao, Z.",1,"Nanjing Univ, Natl Lab Solid State Microstruct, Nanjing 210023, Jiangsu, Peoples R China."
WOS:001613751700005,,"Liang, X.",2,"Nanjing Univ, Natl Lab Solid State Microstruct, Nanjing 210023, Jiangsu, Peoples R China."
WOS:001613751700005,,"Lijian, Z.",3,"Nanjing Univ, Natl Lab Solid State Microstruct, Nanjing 210023, Jiangsu, Peoples R China."
WOS:001443953900001,,"Song, K.",1,"East China Jiaotong Univ, Sch Informat & Software Engn, Shuanggang Rd, Nanchang 330013, Peoples R China."
WOS:001443953900001,,"Liu, S.",2,"East China Jiaotong Univ, Sch Informat & Software Engn, Shuanggang Rd, Nanchang 330013, Peoples R China."
WOS:001443953900001,,"Wang, H.",3,"East China Jiaotong Univ, Sch Informat & Software Engn, Shuanggang Rd, Nanchang 330013, Peoples R China."
WOS:001443953900001,,"Yang, S.",4,"East China Jiaotong Univ, Sch Informat & Software Engn, Shuanggang Rd, Nanchang 330013, Peoples R China."
WOS:001443953900001,,"Yan, L.",5,"East China Jiaotong Univ, Sch Informat & Software Engn, Shuanggang Rd, Nanchang 330013, Peoples R China."
WOS:001443953900001,,"Zhang, S.",6,"Jiaxing Univ, Sch Artificial Intelligence, Jiaxing 314001, Zhejiang, Peoples R China."
WOS:000944157700005,,"Safarzadeh, F.",1,"Shiraz Univ, Coll Sci, Phys Dept, Shiraz, Iran."
WOS:000944157700005,,"Farzad, M.",2,"Shiraz Univ, Coll Sci, Phys Dept, Shiraz, Iran."
WOS:000947217600005,,"Li, J.",1,"Univ Calif Los Angeles, Calif Nano Syst Inst, Los Angeles, CA 90095 USA."
WOS:000947217600005,,"Gan, T.",2,"Univ Calif Los Angeles, Calif Nano Syst Inst, Los Angeles, CA 90095 USA."
WOS:000947217600005,,"Bai, B.",3,"Univ Calif Los Angeles, Calif Nano Syst Inst, Los Angeles, CA 90095 USA."
WOS:000947217600005,,"Luo, Y.",4,"Univ Calif Los Angeles, Calif Nano Syst Inst, Los Angeles, CA 90095 USA."
WOS:000947217600005,,"Jarrahi, M.",5,"Univ Calif Los Angeles, Calif Nano Syst Inst, Los Angeles, CA 90095 USA."
WOS:000947217600005,,"Ozcan, A.",6,"Univ Calif Los Angeles, Calif Nano Syst Inst, Los Angeles, CA 90095 USA."
WOS:000876261700056,,"Sadeghzadeh, H.",1,"Sharif Univ Technol, Dept Comp Engn, Tehran, Iran."
WOS:000876261700056,,"Koohi, S.",2,"Sharif Univ Technol, Dept Comp Engn, Tehran, Iran."
WOS:001374196200001,,"Hu, J.",1,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai 200093, Peoples R China."
WOS:001374196200001,,"Zhu, S.",2,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai 200093, Peoples R China."
WOS:001374196200001,,"Lv, Y.",3,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai 200093, Peoples R China."
WOS:001374196200001,,"Guo, R.",4,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai 200093, Peoples R China."
WOS:001374196200001,,"Gu, M.",5,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai 200093, Peoples R China."
WOS:001374196200001,,"Zhang, Y.",6,"Univ Shanghai Sci & Technol, Inst Photon Chips, Shanghai 200093, Peoples R China."
WOS:001375977900001,,"Bera, S.",1,"Indian Assoc Cultivat Sci, Sch Phys Sci, Kolkata 700032, W Bengal, India."
WOS:001375977900001,,"Kalimuddin, S.",2,"Indian Assoc Cultivat Sci, Sch Phys Sci, Kolkata 700032, W Bengal, India."
WOS:001375977900001,,"Bera, A.",3,"Indian Assoc Cultivat Sci, Sch Phys Sci, Kolkata 700032, W Bengal, India."
WOS:001375977900001,,"Roy, D.",4,"Indian Assoc Cultivat Sci, Sch Phys Sci, Kolkata 700032, W Bengal, India."
WOS:001375977900001,,"Debnath, T.",5,"Indian Assoc Cultivat Sci, Sch Phys Sci, Kolkata 700032, W Bengal, India."
WOS:001375977900001,,"Das, S.",6,"Indian Assoc Cultivat Sci, Sch Phys Sci, Kolkata 700032, W Bengal, India."
WOS:001375977900001,,"Mondal, M.",7,"Indian Assoc Cultivat Sci, Sch Phys Sci, Kolkata 700032, W Bengal, India."
WOS:000745969300024,,"Laleh, M.",1,"Univ Kurdistan, Fac Engn, Elect Engn Dept, Sanandaj, Kurdistan, Iran."
WOS:000745969300024,,"Razaghi, M.",2,"Univ Kurdistan, Fac Engn, Elect Engn Dept, Sanandaj, Kurdistan, Iran."
WOS:001531601400001,,"Yao, J.",1,"Chinese Acad Sci, Suzhou Inst Nanotech & Nanobionics, Adv Mat Div, Suzhou 215123, Peoples R China."
WOS:001531601400001,,"Teng, Y.",2,"Chinese Acad Sci, Suzhou Inst Nanotech & Nanobionics, Adv Mat Div, Suzhou 215123, Peoples R China."
WOS:001531601400001,,"Wang, Q.",3,"Chinese Acad Sci, Suzhou Inst Nanotech & Nanobionics, Adv Mat Div, Suzhou 215123, Peoples R China."
WOS:001531601400001,,"He, Y.",4,"Chinese Acad Sci, Suzhou Inst Nanotech & Nanobionics, Adv Mat Div, Suzhou 215123, Peoples R China."
WOS:001531601400001,,"Liu, L.",5,"Chinese Acad Sci, Suzhou Inst Nanotech & Nanobionics, Adv Mat Div, Suzhou 215123, Peoples R China."
WOS:001531601400001,,"Zhao, C.",6,"Xian Jiaotong Liverpool Univ, Sch Adv Technol, Suzhou 215123, Peoples R China."
WOS:001531601400001,,"Kang, L.",7,"Chinese Acad Sci, Suzhou Inst Nanotech & Nanobionics, Adv Mat Div, Suzhou 215123, Peoples R China."
WOS:001341345300001,,"Ge, Y.",1,"Northwest Univ, Int Collaborat Ctr Photoelect Technol & Nano Funct, State Key Lab Photon Technol Western China Energy, Shaanxi Joint Lab Graphene,Inst Photon & Photon Te, Xian 710069, Peoples R China."
WOS:001341345300001,,"Tan, J.",2,"Northwest Univ, Int Collaborat Ctr Photoelect Technol & Nano Funct, State Key Lab Photon Technol Western China Energy, Shaanxi Joint Lab Graphene,Inst Photon & Photon Te, Xian 710069, Peoples R China."
WOS:001341345300001,,"Xu, G.",3,"Northwest Univ, Int Collaborat Ctr Photoelect Technol & Nano Funct, State Key Lab Photon Technol Western China Energy, Shaanxi Joint Lab Graphene,Inst Photon & Photon Te, Xian 710069, Peoples R China."
WOS:001341345300001,,"Feng, X.",4,"Northwest Univ, Int Collaborat Ctr Photoelect Technol & Nano Funct, State Key Lab Photon Technol Western China Energy, Shaanxi Joint Lab Graphene,Inst Photon & Photon Te, Xian 710069, Peoples R China."
WOS:001341345300001,,"Li, E.",5,"Northwest Univ, Int Collaborat Ctr Photoelect Technol & Nano Funct, State Key Lab Photon Technol Western China Energy, Shaanxi Joint Lab Graphene,Inst Photon & Photon Te, Xian 710069, Peoples R China."
WOS:001341345300001,,"Wang, Y.",6,"Northwest Univ, Int Collaborat Ctr Photoelect Technol & Nano Funct, State Key Lab Photon Technol Western China Energy, Shaanxi Joint Lab Graphene,Inst Photon & Photon Te, Xian 710069, Peoples R China."
WOS:001341345300001,,"Lu, C.",7,"Northwest Univ, Int Collaborat Ctr Photoelect Technol & Nano Funct, State Key Lab Photon Technol Western China Energy, Shaanxi Joint Lab Graphene,Inst Photon & Photon Te, Xian 710069, Peoples R China."
WOS:001341345300001,,"Xu, X.",8,"Northwest Univ, Int Collaborat Ctr Photoelect Technol & Nano Funct, State Key Lab Photon Technol Western China Energy, Shaanxi Joint Lab Graphene,Inst Photon & Photon Te, Xian 710069, Peoples R China."
WOS:000748995900003,,"Wu, L.",1,"Guangdong Univ Technol, Sch Informat Engn, Inst Adv Photon Technol, Guangzhou 510006, Peoples R China."
WOS:000748995900003,,"Fan, T.",2,"Shenzhen Univ, Minist Educ & Guangdong Prov,Guangdong Lab Artifi, Key Lab Optoelect Devices & Syst,Shenzhen Key Lab, Inst Microscale Optoelect,Collaborat Innovat Ctr, Shenzhen 518060, Peoples R China."
WOS:000748995900003,,"Wei, S.",3,"Shenzhen Univ, Minist Educ & Guangdong Prov,Guangdong Lab Artifi, Key Lab Optoelect Devices & Syst,Shenzhen Key Lab, Inst Microscale Optoelect,Collaborat Innovat Ctr, Shenzhen 518060, Peoples R China."
WOS:000748995900003,,"Xu, Y.",4,"Shenzhen Univ, Minist Educ & Guangdong Prov,Guangdong Lab Artifi, Key Lab Optoelect Devices & Syst,Shenzhen Key Lab, Inst Microscale Optoelect,Collaborat Innovat Ctr, Shenzhen 518060, Peoples R China."
