work_id,keyword
WOS:001532177003095,design
WOS:000939707900001,mutual information;
WOS:000939707900001,knowledge distillation
WOS:000939707900001,photonic neural networks
WOS:000939707900001,photonic neuromorphics
WOS:001164081800040,4f system;
WOS:001164081800040,neural network accelerator
WOS:001164081800040,object tracking
WOS:001164081800040,on-chip photonics
WOS:001164081800040,fourier optics
WOS:001164081800040,deep learning
WOS:001164081800040,photonic neural network
WOS:001098977900007,fiber optics communication
WOS:001098977900007,pam4
WOS:001098977900007,chromatic dispersion
WOS:001098977900007,pam2
WOS:001098977900007,network
WOS:001098977900007,fir filter
WOS:001098977900007,photonic neural
WOS:001572095100216,simulation;
WOS:001572095100216,fabrication tolerances
WOS:001572095100216,neuromorphic computing
WOS:001572095100216,photonic integrated circuits
WOS:001487986800017,accelerator
WOS:001487986800017,recurrent neural network
WOS:001487986800017,optical computing
WOS:000624969800039,processor
WOS:000507254300005,optimization
WOS:000507254300005,inverse design
WOS:000507254300005,genetic algorithm
WOS:000632648200009,photonic neural network
WOS:000632648200009,cmos process
WOS:000632648200009,silicon photonic devices
WOS:001729274700003,free-space
WOS:001729274700003,wavelength-space-time multiplexing
WOS:001729274700003,diffraction grating
WOS:001729274700003,optical neural network
WOS:001729274700003,high parallelism
WOS:001281668400007,phase
WOS:001281668400007,algorithm
WOS:001281668400007,architectures
WOS:000542671100209,design
WOS:000787158300001,si thermo-optical modulation
WOS:000787158300001,reconfigurable photonic neural network
WOS:000787158300001,matrix eigenvalue solver;
WOS:000787158300001,graphene
WOS:000787158300001,saturated absorption effect
WOS:000935481500027,design
WOS:000935481500027,optical interconnection networks
WOS:000935481500027,experimental realization
WOS:000935481500027,logic gates
WOS:000935481500027,optical neural networks
WOS:000935481500027,net-work accelerator
WOS:000935481500027,neural
WOS:001541993500014,parallel
WOS:001541993500014,activation function
WOS:001541993500014,challenges
WOS:001541993500014,artificial-intelligence
WOS:001541993500014,nonlinear
WOS:001541993500014,experimental realization
WOS:001541993500014,photonics;
WOS:001541993500014,optical computing
WOS:001541993500014,optical neural network
WOS:001541993500014,deep learning
WOS:001597496800006,classification
WOS:001597496800006,efficient
WOS:001254805300001,energy efficient matrix computation
WOS:001254805300001,chip
WOS:001254805300001,artificial-intelligence
WOS:001254805300001,photonic neural networks
WOS:001254805300001,optics
WOS:001254805300001,photonic integrated circuit;
WOS:001254805300001,thin film lithium niobite
WOS:001540468800136,photonic multiplication
WOS:001540468800136,and photonic computing
WOS:001540468800136,optoelectronic emulator
WOS:001562250300010,extreme learning machine
WOS:001562250300010,extreme learning-machine
WOS:001562250300010,optics
WOS:001562250300010,multi-synapses
WOS:001562250300010,deep
WOS:001562250300010,image classification
WOS:001562250300010,physical
WOS:001562250300010,photonic neural network
WOS:001556089300004,neural-networks
WOS:001556089300004,signal
WOS:001556089300004,terahertz communications
WOS:001556089300004,technologies
WOS:001306359900008,lasers
WOS:001306359900008,array
WOS:001306359900008,wave-guide
WOS:001306359900008,integration
WOS:001306359900008,- optical computing
WOS:001282120900021,artificial-intelligence
WOS:001282120900021,programmable integrated photonics
WOS:001282120900021,lithium
WOS:001282120900021,optical neural networks
WOS:001282120900021,niobate
WOS:001282120900021,networks
WOS:001490479800001,optical diffractive neural network
WOS:001490479800001,electromagnetic
WOS:001490479800001,metamaterials
WOS:001490479800001,neural network
WOS:001490479800001,spoof
WOS:001490479800001,intelligent computing
WOS:000678334400031,computing
WOS:000678334400031,neural networks
WOS:000678334400031,reservoirs;
WOS:000678334400031,lasers
WOS:000678334400031,optical polarization
WOS:000678334400031,vertical cavity surface emitting lasers
WOS:000678334400031,optical
WOS:000678334400031,task analysis
WOS:000678334400031,photonics
WOS:000678334400031,optical feedback
WOS:000678334400031,dynamics
WOS:000678334400031,training
WOS:000536533400001,artificial intelligence
WOS:000536533400001,deep learning;
WOS:000536533400001,photonic neural networks
WOS:000536533400001,silicon photonics
WOS:000536533400001,photonic computing accelerator
WOS:001493184700019,energy
WOS:000965326300001,delayed feedback;
WOS:000965326300001,optical synaptic plasticity
WOS:000965326300001,self-learning;
WOS:000965326300001,dynamics
WOS:000965326300001,timing-dependent plasticity
WOS:000965326300001,pulses
WOS:000965326300001,plastics
WOS:000965326300001,stimulated emission
WOS:000965326300001,vertical-cavity semiconductor optical amplifier
WOS:000965326300001,vcsels
WOS:000965326300001,optical
WOS:000965326300001,optical polarization
WOS:000965326300001,neuromorphic photonics
WOS:000965326300001,photonics
WOS:000965326300001,synapses
WOS:000965326300001,semiconductor optical amplifiers
WOS:000949242400001,convolutional neural networks
WOS:000949242400001,photonic
WOS:000949242400001,optical frequency combs
WOS:000949242400001,networks
WOS:000949242400001,photonics
WOS:000949242400001,hardware and algorithm co-development
WOS:001012933100038,fiber optics communication
WOS:001012933100038,pam4
WOS:001012933100038,chromatic dispersion
WOS:001012933100038,network
WOS:001012933100038,photonic neural
WOS:000592953200100,design
WOS:001092517300017,photon computer
WOS:001092517300017,neural network
WOS:001092517300017,logic gate
WOS:001092517300017,nonlinear
WOS:001092517300017,optics
WOS:001092517300017,photonic crystal
WOS:001110836800001,parallel
WOS:001110836800001,multimodal
WOS:001110836800001,inverse design
WOS:001110836800001,attention mechanism
WOS:001110836800001,photonic neural network
WOS:001156890300269,photonic neural network
WOS:001156890300269,unsupervised online learning
WOS:000816348800001,design
WOS:000816348800001,network
WOS:000816348800001,complex-valued neural
WOS:000816348800001,multicore architecture
WOS:000816348800001,photonic neural network
WOS:000616721600021,photonic memories
WOS:000616721600021,phase change memories
WOS:000616721600021,gsst
WOS:000821936000112,design
WOS:000404121200001,multi-core fiber
WOS:000404121200001,neural networks
WOS:000404121200001,beam shaping
WOS:000404121200001,optical computing
WOS:000404121200001,algorithm
WOS:000407080100060,system
WOS:000407080100060,chip
WOS:000407080100060,progress
WOS:000407080100060,computer
WOS:000407080100060,dynamics
WOS:000612237500257,artificial neural networks
WOS:000612237500257,tensor
WOS:000612237500257,decomposition
WOS:000612237500257,photonic integrated circuits
WOS:000989260500011,processor
WOS:000525353900021,nonlinear optics
WOS:000525353900021,neural networks
WOS:000525353900021,reservoir computing
WOS:001464280600002,collaborative work
WOS:001464280600002,parallel
WOS:001464280600002,task processing
WOS:001464280600002,design
WOS:001464280600002,szg file
WOS:001464280600002,ternary optical computer
WOS:001464280600002,implementation
WOS:001464280600002,carry
WOS:001448609000001,nonlinear effects;
WOS:001448609000001,hybrid material design
WOS:001448609000001,corner scatters
WOS:001448609000001,optical integrated circuits
WOS:001448609000001,all-optical nand gate
WOS:001448609000001,photonic crystal ring resonator
WOS:001448609000001,gate
WOS:001448609000001,all-optical nor
WOS:001570186100001,artificial-intelligence
WOS:001570186100001,networks
WOS:000868657300005,absorption
WOS:000868657300005,neural-network
WOS:000734396100001,design
WOS:000734396100001,photonic computation
WOS:000734396100001,neural network
WOS:000734396100001,networks
WOS:000734396100001,silicon photonics
WOS:000542976000047,all-optical logic gates
WOS:000542976000047,mach-zehnder interferometer
WOS:000542976000047,design
WOS:000542976000047,finite-difference time-domain method;
WOS:000542976000047,beam-interference principle
WOS:000542976000047,photonic crystal waveguide
WOS:000542976000047,multimode interference
WOS:000542976000047,xor
WOS:000597284800003,mach-zehnder interferometer
WOS:000597284800003,nonlinear waveguide
WOS:000597284800003,boolean xor
WOS:000597284800003,kerr material
WOS:000597284800003,cross-gain modulation
WOS:000597284800003,interference
WOS:000597284800003,design
WOS:000597284800003,nand
WOS:000597284800003,nonlinear
WOS:000597284800003,realization
WOS:000597284800003,xnor
WOS:000597284800003,multimode interference
WOS:000597284800003,beams
WOS:000597284800003,semiconductor optical amplifier
WOS:000597284800003,wave-guide
WOS:000597284800003,self-collimated
WOS:000597284800003,nor
WOS:000597284800003,self-collimated beam
WOS:000651303700005,optical solitons
WOS:000651303700005,optical logic gates
WOS:000651303700005,logic gates
WOS:000651303700005,comparator
WOS:000651303700005,half-subtractor
WOS:001557416800001,artificial intelligence
WOS:001557416800001,integrated photonics
WOS:001557416800001,phase-change materials
WOS:001557416800001,materials
WOS:001557416800001,wave-guides
WOS:001557416800001,crystal
WOS:001557416800001,logic gates
WOS:001557416800001,switch
WOS:001557416800001,nonlinear materials
WOS:001557416800001,xor
WOS:001557416800001,electro-optic
WOS:000634983400114,photonic memories
WOS:000634983400114,gsst
WOS:000634983400114,phase change memories
WOS:001539410300022,resonators
WOS:001550678500038,end
WOS:001577058000013,design
WOS:001577058000013,gate
WOS:001577058000013,silicon
WOS:000963349400001,parallel
WOS:000963349400001,electricity consumption
WOS:000963349400001,integrated photonics
WOS:000963349400001,moores law
WOS:000963349400001,resnet
WOS:000963349400001,future
WOS:000963349400001,spiking
WOS:000963349400001,design;
WOS:000963349400001,neural network
WOS:000963349400001,metasurface
WOS:000963349400001,speed
WOS:000963349400001,optical neural network
WOS:000963349400001,optical nonlinear activation
WOS:000963349400001,on-chip training
WOS:000963349400001,neurons
WOS:001617888100038,circuits;
WOS:001617888100038,integrated circuit
WOS:001617888100038,nonlinear activation
WOS:001617888100038,activation function
WOS:001617888100038,mathematical models
WOS:001617888100038,function
WOS:001617888100038,artificial-intelligence
WOS:001617888100038,optical switches
WOS:001617888100038,photonic neural networks
WOS:001617888100038,optics
WOS:001617888100038,biological neural networks
WOS:001617888100038,optoelectronic
WOS:001617888100038,optical computing
WOS:001617888100038,optical network units
WOS:001617888100038,photonics
WOS:001617888100038,voltage
WOS:001617888100038,nonlinear optical devices
WOS:001617888100038,optical amplifiers;
WOS:001625970100005,compact
WOS:001625970100005,all-optical xor
WOS:001487986800019,optical quantum computing;
WOS:001487986800019,photonic integrated circuits
WOS:001487986800019,optical computing
WOS:001487986800019,optical neural networks
WOS:001487986800019,data reuploading
WOS:001452253100001,target classification
WOS:001452253100001,incoherent
WOS:001452253100001,natural light processing
WOS:001452253100001,optical neural network
WOS:001452253100001,coherence
WOS:001452253100001,mutual intensity propagation
WOS:001572094700224,computing
WOS:001572094700224,reconfigurable photonics
WOS:001572094700224,photonic logic gates
WOS:001572094700224,inverse design
WOS:001572094700224,optical
WOS:001572094700224,thermal control
WOS:001572094700224,silicon photonics
WOS:001592581000072,micro-led
WOS:001592581000072,optical computing
WOS:001592581000072,optical neural network
WOS:001565525800012,nonlinearity
WOS:001565525800012,multi-thread processing
WOS:001565525800012,diffractive neural network
WOS:001541993500004,artificial intelligence
WOS:001541993500004,optical information
WOS:001541993500004,artificial-intelligence
WOS:001541993500004,deep
WOS:001541993500004,processing
WOS:001541993500004,optical computing
WOS:001541993500004,optical neural networks
WOS:001466685100001,artificial intelligence
WOS:001466685100001,mach-zehnder interferometer
WOS:001466685100001,format conversion
WOS:001466685100001,2-photon absorption
WOS:001466685100001,waveguide;
WOS:001466685100001,wave-guides
WOS:001466685100001,logic gate
WOS:001466685100001,photonic-crystal
WOS:001466685100001,nor gate;
WOS:001466685100001,beams
WOS:001466685100001,optical computing
WOS:001466685100001,boolean xor gate
WOS:001466685100001,self-collimated
WOS:001466685100001,cross-phase modulation
WOS:001466685100001,gain modulation
WOS:001466685100001,crystal structure
WOS:001359129800024,parallel
WOS:001359129800024,photonic computing core
WOS:001359129800024,computing
WOS:001359129800024,optical waveguides;
WOS:001359129800024,parallel processing
WOS:001359129800024,silicon photonics
WOS:001359129800024,dielectric constant
WOS:001359129800024,vectors
WOS:001359129800024,matrix converters;
WOS:001359129800024,transmission line matrix methods
WOS:001359129800024,mode
WOS:001359129800024,matrix-vector multiplication
WOS:001359129800024,inverse design
WOS:001359129800024,mode conversion
WOS:001359129800024,networks
WOS:001359129800024,photonics
WOS:001467941100001,parallel
WOS:001467941100001,matrix multiplication
WOS:001467941100001,extreme learning-machine
WOS:001467941100001,deep neural-networks;
WOS:001467941100001,phase-change materials
WOS:001467941100001,graphene photonics
WOS:001467941100001,chip;
WOS:001467941100001,diffractive optical neural network
WOS:001467941100001,transmission
WOS:001467941100001,and vector multiplication
WOS:001467941100001,optoelectronics
WOS:001467941100001,matrix
WOS:001467941100001,speed
WOS:001467941100001,free-space optical systems
WOS:000910886600023,free-space optics
WOS:000910886600023,model
WOS:000910886600023,pixels
WOS:000910886600023,koehler illumination
WOS:000910886600023,smart
WOS:000910886600023,scalability
WOS:000910886600023,optical neural network
WOS:000910886600023,clustering
WOS:000910886600023,optical computer
WOS:001171981900001,all-optical logic gates
WOS:001171981900001,moments
WOS:001171981900001,metamaterial
WOS:001171981900001,graphene
WOS:001171981900001,multipole
WOS:001171981900001,metasurface
WOS:001171981900001,switch
WOS:001171981900001,coherent absorption
WOS:001343883400008,parallel
WOS:001343883400008,artificial intelligence
WOS:001343883400008,optoelectronic intelligent computing architecture;
WOS:001343883400008,optical operators
WOS:001343883400008,photonics;
WOS:001343883400008,neural-networks
WOS:001343883400008,backpropagation
WOS:001343883400008,optical computing
WOS:001343883400008,optical neural networks
WOS:001343883400008,activation functions
WOS:000822197900001,neural networks
WOS:000822197900001,radial hilbert transform
WOS:000822197900001,valued neural-networks
WOS:000822197900001,self-collimated beams
WOS:000822197900001,digital optical computing
WOS:000822197900001,resonant diffraction gratings
WOS:000822197900001,logic gates
WOS:000822197900001,spatial light
WOS:000822197900001,photonic-crystal
WOS:000822197900001,phase-change materials;
WOS:000822197900001,optical computing
WOS:000822197900001,plasmonic switches;
WOS:000822197900001,analog optical computing
WOS:000822197900001,modulators
WOS:000822197900001,liquid-crystal;
WOS:000822197900001,wave-guide
WOS:000676747600001,parallel
WOS:000676747600001,design
WOS:000676747600001,diffractive planes
WOS:000676747600001,mzi
WOS:000676747600001,photonic accelerators
WOS:000676747600001,intelligence
WOS:000676747600001,modulator
WOS:000676747600001,filter
WOS:000676747600001,chip
WOS:000676747600001,neural-networks
WOS:000676747600001,optical neural networks
WOS:000676747600001,photonic matrix computing
WOS:000676747600001,photonic integrated platform;
WOS:000676747600001,artificial
WOS:000911298800001,intelligence
WOS:000911298800001,optical computing
WOS:000911298800001,fourier-transform
WOS:000911298800001,reservoir computing
WOS:000911298800001,artificial
WOS:000911298800001,machine
WOS:000911298800001,(rc)
WOS:000911298800001,coherent ising
WOS:000911298800001,experimental realization
WOS:000911298800001,optical neural networks
WOS:000911298800001,ising machine
WOS:000911298800001,optoelectronics
WOS:000911298800001,interconnects
WOS:000911298800001,classification
WOS:000911298800001,photonic neural-network
WOS:000911298800001,nonlinear activation function
WOS:000911298800001,inverse design;
WOS:000911298800001,neuromophic computing
WOS:000911298800001,photonic integrated chip
WOS:000911298800001,computation
WOS:001359129800010,hardware;
WOS:001359129800010,interferometers
WOS:001359129800010,design
WOS:001359129800010,silicon photonics
WOS:001359129800010,photonics computing;
WOS:001359129800010,adaptive optics
WOS:001359129800010,continuing education
WOS:001359129800010,transmission line matrix methods
WOS:001359129800010,mach-zehnder
WOS:001359129800010,optical processor
WOS:001359129800010,neural-networks
WOS:001359129800010,on-chip continual learning
WOS:001359129800010,task analysis
WOS:001359129800010,photonics
WOS:001359129800010,tensor-train decomposition
WOS:001359129800010,training
WOS:001384681700001,all-optical logic gates
WOS:001384681700001,high-throughput
WOS:001384681700001,topological photonic crystals
WOS:001384681700001,dual-band;
WOS:001383485000001,plasmonic flip-flops;
WOS:001383485000001,design
WOS:001383485000001,dmd multi-layer structure
WOS:001383485000001,nano-scale structure
WOS:001383485000001,wave-guides
WOS:001383485000001,nanophotonics
WOS:001383485000001,propagation
WOS:001383485000001,length
WOS:001383485000001,all-optical computer
WOS:001729274700006,ito
WOS:001729274700006,voltage
WOS:001729274700006,epsilon-near-zero;
WOS:001729274700006,adiabatic elimination
WOS:001729274700006,optical logic gates
WOS:001729274700006,xnor-net
WOS:001729274700006,thin-films;
WOS:001729274700006,indium tin oxide
WOS:001729274700006,photonic modulators
WOS:001729274700006,next-generation
WOS:001729274700006,electroabsorption modulator
WOS:001729274700006,photonics
WOS:001729274700006,cavity vcsels
WOS:001729274700006,bandwidth;
WOS:001729274700006,transistors
WOS:001236681500010,neural networks
WOS:001236681500010,fiber optics
WOS:001236681500010,surrogate optimization;
WOS:001236681500010,wavefront shaping
WOS:001236681500010,speckle
WOS:001236681500010,nonlinear optics
WOS:001236681500010,neuromorphic computing
WOS:001276386900003,absorption
WOS:001276386900003,xor
WOS:000911176800001,parallel
WOS:000911176800001,less
WOS:000911176800001,integrated optics
WOS:000911176800001,design;
WOS:000911176800001,optical neural-network
WOS:000911176800001,experimental realization
WOS:000911176800001,photonic multiplexing
WOS:000911176800001,optical neural network;
WOS:000911176800001,implementation
WOS:000911176800001,optical computing operation
WOS:000911176800001,dynamics
WOS:000911176800001,performance
WOS:001286803400001,coherent
WOS:001286803400001,optical neural networks
WOS:001286803400001,loss and crosstalk
WOS:001286803400001,optical matrix computing
WOS:001315783400006,optical quantum computing;
WOS:001315783400006,photonic integrated circuits
WOS:001315783400006,optical computing
WOS:001315783400006,optical neural networks
WOS:001315783400006,data reuploading
WOS:001413634900141,microring array
WOS:001413634900141,quantization
WOS:001413634900141,optical neural network
WOS:000794981500001,quantum gates
WOS:000794981500001,nand
WOS:000794981500001,"<p>pauli x,&"
WOS:000794981500001,quantum computing
WOS:000794981500001,photonic crystal
WOS:000794981500001,all-optical logic
WOS:000794981500001,"nbsp;y,& nbsp;z gates</p>"
WOS:001548771000001,all-optical logic gates
WOS:001548771000001,racetrack resonator
WOS:001548771000001,design
WOS:001548771000001,resonator
WOS:001548771000001,fdtd simulation
WOS:001548771000001,silicon photonics
WOS:001548771000001,ring
WOS:001081645200004,processors
WOS:001081645200004,reinforcement learning
WOS:001081645200004,neural networks
WOS:001081645200004,optical device fabrication
WOS:001081645200004,program
WOS:001081645200004,interferometry
WOS:001081645200004,digitized meta-structure
WOS:001081645200004,optical computing
WOS:001081645200004,optical network units
WOS:001081645200004,optical
WOS:001081645200004,inverse design
WOS:001081645200004,nonlinear optics
WOS:001081645200004,optical diffraction
WOS:000664306400019,design
WOS:000664306400019,genetic
WOS:000664306400019,gradient-free
WOS:000664306400019,optical computing
WOS:000664306400019,optical neural networks
WOS:000664306400019,benchmarking
WOS:000664306400019,on-chip training
WOS:000664306400019,algorithm
WOS:000664306400019,deep learning
WOS:000664306400019,quantum
WOS:000844444000001,programmable circuits
WOS:000844444000001,matrix multiplication
WOS:000844444000001,neural networks
WOS:000844444000001,encoding
WOS:000844444000001,tensors;
WOS:000844444000001,optical waveguides
WOS:000844444000001,optical attenuators
WOS:000844444000001,heating systems
WOS:000844444000001,transmission line matrix methods
WOS:000844444000001,integrated optics;
WOS:000844444000001,silicon
WOS:000844444000001,optical computing
WOS:000844444000001,implementation
WOS:000844444000001,optical
WOS:000844444000001,matrix decomposition
WOS:000844444000001,multiplication
WOS:000844444000001,photonics
WOS:001546381400001,integrated circuit
WOS:001546381400001,photonic
WOS:001546381400001,chip
WOS:001546381400001,optical parallel computation
WOS:001546381400001,optical convolution computing
WOS:001546381400001,photonic neural networks
WOS:001546381400001,networks
WOS:001546381400001,accelerator
WOS:001337016400006,activation
WOS:001337016400006,neural networks
WOS:001337016400006,nonlinear
WOS:001337016400006,integration
WOS:001337016400006,intersubband
WOS:001337016400006,quantum
WOS:001492599600001,phosphorescence
WOS:001492599600001,all-optical
WOS:001492599600001,carbon dot
WOS:001492599600001,neural network
WOS:001492599600001,synaptic plasticity
WOS:001492599600001,motion detection
WOS:001492599600001,optical
WOS:001492599600001,high-responsivity
WOS:001492599600001,broad-band
WOS:001270769300005,machine learning
WOS:001270769300005,photonic chip
WOS:001270769300005,optical neural networks
WOS:001510706800001,chiral metasurface
WOS:001510706800001,effect
WOS:001510706800001,optical logic gates
WOS:001510706800001,light-emitting-diodes
WOS:001510706800001,spin-encoded
WOS:001510706800001,optical stark
WOS:001510706800001,hybrid
WOS:001510706800001,2d-perovskite
WOS:001312297300001,all-optical logic gates
WOS:001312297300001,hybrids
WOS:001312297300001,mn2+ doping
WOS:001312297300001,organic-inorganic metal halide
WOS:001312297300001,photoluminescence
WOS:000819484300195,many-core system
WOS:000819484300195,photonic neural networks
WOS:000819484300195,heterogeneous chiplet
WOS:000819484300195,vlsi
WOS:000819484300195,reliability
WOS:000819484300195,photonic cores;
WOS:000819484300195,crosstalk
WOS:000819484300195,coherent
WOS:000478833800016,guide
WOS:000824189300001,coarse
WOS:000824189300001,silicon-on-insulator (soi)
WOS:000824189300001,optical neural network (onn)
WOS:000824189300001,wavelength division multiplexer (cwdm)
WOS:000824189300001,multiply-accumulate (mac) operation;
WOS:000824189300001,optical scattering unit (osu)
WOS:000824189300001,inverse design
WOS:000824189300001,metastructure
WOS:000824189300001,optimization
WOS:000434765500001,shape changing collisions
WOS:000434765500001,solitons
WOS:000434765500001,optical
WOS:000434765500001,partially coherent solitons
WOS:000434765500001,fibers
WOS:001431660700175,logic gate
WOS:001431660700175,optical computing
WOS:001431660700175,inverse design
WOS:001431660700175,lightwave
WOS:001431660700175,nano-photonics
WOS:000718341600005,system
WOS:000718341600005,recognition
WOS:000718341600005,spatial light modulators
WOS:000718341600005,propagation
WOS:000718341600005,optical neural network
WOS:000718341600005,fourier optics
WOS:000494476200079,triangular photonic structure
WOS:000494476200079,photonic bandgap
WOS:000494476200079,photonic logic gates
WOS:000819585200003,mach-zehnder interferometer
WOS:000819585200003,wavelength converter
WOS:000819585200003,10 gb/s
WOS:000819585200003,parity generator
WOS:000819585200003,optical integrated circuits
WOS:000819585200003,nand
WOS:000819585200003,photonic-crystal
WOS:000819585200003,logic gates
WOS:000819585200003,xor gate;
WOS:000819585200003,simultaneous logic gates
WOS:000819585200003,performance analysis
WOS:000819585200003,all-optical logic gate
WOS:000819585200003,multimode interference;
WOS:000819585200003,modulation
WOS:000819585200003,reconfigurable
WOS:000819585200003,reversible logic gates
WOS:000381975900018,polaritons
WOS:000381975900018,light
WOS:001137024000001,topological edge states;
WOS:001137024000001,photonic crystals
WOS:001137024000001,logic gates
WOS:001137024000001,square dielectric columns
WOS:001137024000001,waveguide-cavity coupling
WOS:001137024000001,topological corner states
WOS:000368223500036,optical logic gates
WOS:000368223500036,network
WOS:000368223500036,semiconductor
WOS:000368223500036,xor
WOS:000368223500036,cross phase modulation (xpm)
WOS:000368223500036,cross gain modulation (xgm)
WOS:000368223500036,optical amplifier (soa)
WOS:000368223500036,cross-phase-modulation
WOS:000368223500036,multilogic gate
WOS:000368223500036,gain modulation
WOS:000417416900034,silicon photonics
WOS:000417416900034,photonic nand gate
WOS:000417416900034,micro-ring resonator
WOS:001197737500011,crystal wave-guides
WOS:001197737500011,design
WOS:001197737500011,interference
WOS:001197737500011,all-optical xor
WOS:001197737500011,contrast ratio;
WOS:001197737500011,self-collimated beams
WOS:001197737500011,realization
WOS:001197737500011,logic gates
WOS:001197737500011,not/xor/or
WOS:001197737500011,compact
WOS:001197737500011,t-shaped waveguide
WOS:001197737500011,gates;
WOS:001327634400001,nanotechnology
WOS:001327634400001,metalens
WOS:001327634400001,logic gates
WOS:001327634400001,phase
WOS:001327634400001,light
WOS:001327634400001,broad-band
WOS:001437303700024,backpropagation
WOS:001421219700001,photonic
WOS:001421219700001,optoacoustics
WOS:001421219700001,fiber
WOS:001421219700001,optical fiber
WOS:001421219700001,neural network
WOS:001421219700001,optical
WOS:001421219700001,amplifier
WOS:001421219700001,light
WOS:001421219700001,nonlinear optics
WOS:001421219700001,neuromorphic computing
WOS:001421219700001,brillouin scattering
WOS:001421219700001,amplification
WOS:001421219700001,nonlinear activation function
WOS:001510080600027,optical neural-network
WOS:001510080600027,capacity
WOS:001510080600027,activation functions
WOS:000799613700019,thermal stabilization
WOS:000799613700019,networks
WOS:000858344700009,inverse design
WOS:001547549600002,photonic crystals waveguides
WOS:001547549600002,high-speed optical techniques;
WOS:001547549600002,optical imaging
WOS:001547549600002,optical logic gates
WOS:001547549600002,optical
WOS:001547549600002,optical signal processing
WOS:001547549600002,all-optical logic
WOS:001547549600002,adaptive optics
WOS:001547549600002,optical variables control
WOS:001547549600002,binary-to-gray converter
WOS:001547549600002,interference
WOS:001547549600002,destructive
WOS:001547549600002,optical neural
WOS:001547549600002,refraction
WOS:001547549600002,optical resonators
WOS:001547549600002,feynman gate
WOS:001547549600002,optical sensors;
WOS:001547549600002,optical waveguides
WOS:001547549600002,binary neural network
WOS:001547549600002,hardware accelerators
WOS:001017883600001,diffractive optical neural network
WOS:001017883600001,multiple
WOS:001017883600001,bits
WOS:001017883600001,parallel logic operation
WOS:001532708300002,noise
WOS:001532708300002,partially coherent light
WOS:001532708300002,optical neural network
WOS:001085637600010,circuits
WOS:001085637600010,optical activation function;
WOS:001085637600010,deep
WOS:001085637600010,photonic integrated circuit
WOS:001085637600010,optical neural network
WOS:001085637600010,simulation
WOS:001085637600010,non-linear optics
WOS:000717495300001,interference effect
WOS:000717495300001,design
WOS:000717495300001,resonant cavities
WOS:000717495300001,contrast
WOS:000717495300001,wave-guides
WOS:000717495300001,nand
WOS:000717495300001,optical integrated circuits
WOS:000717495300001,realization
WOS:000717495300001,ratio
WOS:000717495300001,all-optical logic gate
WOS:000717495300001,comparator
WOS:000717495300001,photonic crystal
WOS:001203174100001,artificial intelligence
